"i","x","y"
68,208.67995,882.79974023
68,208.61625,882.31099023
68,208.29,881.49974023
68,208.28,881.47974023
68,208.27,881.45974023
68,208.215,881.13974023
68,208.16,880.81974023
68,207.42,880.01974023
68,206.68,879.21974023
68,206.88,877.74474023
68,207.08,876.26974023
68,207.55,876.06974023
68,208.02,875.86974023
68,208.355,875.46474023
68,208.69,875.05974023
68,208.96,874.18474023
68,209.23,873.30974023
68,210.04,872.60974023
68,210.85,871.90974023
68,210.9025,871.87104023
68,210.97,871.83984023
68,211.74125,871.65609023
68,212.31,871.56989023
68,212.78,871.56989023
68,213.25,871.56989023
68,213.395,871.51989023
68,213.54,871.46989023
68,213.77375,871.48489023
68,214.06,871.43989023
68,214.96,871.06864023
68,215.26,870.89989023
68,217.385,870.43989023
68,219.51,869.97989023
68,221.69,869.97989023
68,223.87,869.97989023
68,223.915,869.79989023
68,224.08,869.40989023
68,224.42875,869.01989023
68,225.01,868.83989023
68,225.86,868.83989023
68,226.71,868.83989023
68,226.87,868.72489023
68,227.03,868.60989023
68,227.085,868.60989023
68,227.14,868.60989023
68,227.4,868.39864023
68,227.9,867.96989023
68,229.11,867.07489023
68,230.32,866.17989023
68,231.835,866.08989023
68,233.35,865.99989023
68,236.26125,865.96239023
68,238.85,865.99989023
68,240.17875,866.06239023
68,241.89,866.19989023
68,242.34,866.23989023
68,242.79,866.27989023
68,242.975,866.27989023
68,243.16,866.27989023
68,243.9325,866.34489023
68,244.54,866.37989023
68,252.22,866.37989023
68,259.9,866.37989023
68,260.75,866.37989023
69,191.06,685.01999023
69,191.06,685.67499023
69,191.06,686.32999023
69,191.31,686.42999023
69,191.92,686.52999023
69,192.1625,686.70499023
69,192.24,687.08999023
69,192.2237,687.48374023
69,192.1999,687.65999023
69,192.34615,688.13499023
69,192.7699,688.60999023
69,193.0099,688.65999023
69,193.2499,688.70999023
69,193.6274,688.94499023
69,193.7199,689.17999023
69,193.9549,689.83999023
69,194.1899,690.49999023
69,194.2399,691.25999023
69,194.2899,692.01999023
69,194.0999,692.73124023
69,193.9099,693.71999023
69,194.4799,693.35124023
69,195.0499,692.68999023
69,195.0499,693.68499023
69,195.0499,694.67999023
69,195.3824,694.93874023
69,196,695.33999023
69,196.2825,695.69624023
69,196.2805,695.90999023
69,196.5655,696.42999023
69,196.8505,696.94999023
69,197.3705,697.09499023
69,197.8905,697.23999023
69,197.44175,697.45124023
69,196.28,698.08999023
69,196.04625,698.31124023
69,196.03,698.53999023
69,196.16625,698.76249023
69,196.4,698.96999023
69,196.94625,699.29249023
69,197.23,699.41999023
69,197.42,699.88999023
69,197.61,700.35999023
69,197.7775,700.65749023
69,198.65,701.59999023
69,199.10875,702.07374023
69,199.20005,702.29999023
69,199.10385,702.35499023
69,199.03015,702.34999023
69,198.93515,702.72999023
69,198.84015,703.10999023
69,198.84015,703.72999023
69,198.84015,704.34999023
69,199.03015,705.04624023
69,199.22015,705.38999023
69,199.45515,705.81499023
69,199.69015,706.23999023
69,200.1064,707.09374023
69,200.74015,708.23999023
69,201.1039,709.67999023
69,201.40015,711.26999023
69,201.47135,712.33374023
69,201.4,712.96999023
69,201.4,713.53999023
69,201.4,714.10999023
69,201.3,715.00999023
69,201.2,715.90999023
69,201.194,716.62499023
69,201.1203,717.90999023
69,200.93365,718.33467023
69,200.5603,718.60999023
69,200.22155,718.72999023
69,200.0703,718.75999023
69,199.5503,719.51499023
69,199.0303,720.26999023
69,198.5928,720.86624023
69,198.08,721.88999023
69,197.94,722.73999023
69,197.8,723.58999023
69,197.59625,723.81624023
69,197.04,724.25999023
69,196.53375,724.97999023
69,196.38,725.48999023
69,196.4487,725.97499023
69,196.65995,726.81999023
69,196.9212,727.79624023
69,197.03995,728.41999023
69,196.89495,728.84999023
69,196.74995,729.27999023
69,196.1487,729.96624023
69,195.32995,731.07999023
69,195.32495,732.53874023
69,195.52995,733.92999023
69,195.04995,734.76624023
69,194.56995,735.24999023
69,194.18995,736.00999023
69,193.80995,736.76999023
69,193.28995,737.61999023
69,192.76995,738.46999023
69,191.96495,738.37999023
69,191.15995,738.28999023
69,190.63995,738.85999023
69,190.11995,739.42999023
69,190.35495,741.03999023
69,190.58995,742.64999023
69,190.25995,742.88499023
69,189.92995,743.11999023
69,189.07995,743.97499023
69,188.22995,744.82999023
69,188.17995,745.11499023
69,188.12995,745.39999023
69,188.06745,745.89624023
69,187.93,746.81999023
69,187.47125,747.60374023
69,187.08,747.95999023
69,187.03,748.72874023
69,186.98,750.41999023
69,187.0437,751.57499023
69,186.88995,752.21999023
69,186.79095,753.21999023
69,186.88995,754.21999023
69,187.0962,755.46249023
69,187.36995,756.29999023
69,187.93745,757.16624023
69,188.21995,757.52999023
69,188.58745,757.82749023
69,189.44995,758.76999023
69,189.9412,759.65374023
69,189.93,759.89999023
69,190.17625,760.31624023
69,191.06,761.51999023
69,191.91875,762.32249023
69,192.77,762.83999023
69,193.52,763.74624023
69,193.91,764.35999023
69,194.3825,764.65874023
69,194.57,764.73994023
69,195.4025,765.48619023
69,196.94,767.01994023
69,197.6525,767.90369023
69,198.08,768.71994023
69,198.34875,769.39994023
69,198.37005,770.01994023
69,198.24005,770.57369023
69,198.08005,771.08994023
69,198.12005,772.81869023
69,198.37005,774.68994023
69,198.49005,775.10244023
69,198.73005,775.19994023
69,199.09755,775.21624023
69,199.60005,775.35999023
69,200.08255,775.77499023
69,200.40005,776.30999023
69,200.5838,776.77124023
69,200.64,776.96999023
69,200.83,777.39749023
69,201.02,778.10999023
69,201.07,778.67749023
69,201.12,778.95999023
69,201.545,779.76499023
69,201.97,780.56999023
69,202.395,781.04499023
69,202.82,781.51999023
69,202.345,782.41499023
69,201.87,783.30999023
69,201.565,783.27749023
69,200.69,782.98999023
69,199.53875,782.51249023
69,198.89,782.58999023
69,197.97875,782.96124023
69,197.27,783.18999023
69,196.9825,783.98124023
69,196.74,784.92999023
69,196.29375,785.29249023
69,195.6,785.39999023
69,194.42625,785.94374023
69,193.65,785.12999023
69,193.73,783.30749023
69,193.45,782.57999023
69,192.89125,782.03999023
69,191.98,781.64999023
69,190.8675,781.37749023
69,190.1,781.50999023
69,189.65375,782.03749023
69,188.96,782.30999023
69,188.10625,782.44624023
69,187.56,782.38004023
69,187.16,782.34004023
69,186.82,781.85004023
69,186.14806,781.06799023
69,185.21,780.64004023
69,184.72375,780.56384023
69,183.93,780.24009023
69,183.24194,779.93914023
69,182.53,779.70009023
69,182.01,779.47509023
69,181.49,779.25009023
69,180.685,779.34509023
69,179.88,779.44009023
69,179.55,778.87009023
69,179.22,778.30009023
69,178.65,778.01509023
69,178.08,777.73009023
69,178.175,777.45509023
69,177.7,776.97009023
69,176.93,776.63009023
69,176.37,776.50009023
69,175.38875,777.49509023
69,174.76,778.49009023
69,174.475,778.72509023
69,174.19,778.96009023
69,172.815,778.96009023
69,171.44,778.96009023
69,170.6225,779.08009023
69,170.3,779.62009023
69,170.3,779.90509023
69,170.3,780.19009023
69,169.94625,780.53509023
69,169.45,781.24009023
69,169.32875,782.26634023
69,169.34995,782.94009023
69,168.92495,783.18009023
69,168.49995,783.42009023
69,167.73995,783.08509023
69,166.97995,782.75009023
69,167.12495,782.09009023
69,167.26995,781.43009023
69,166.11995,781.00009023
69,164.96995,780.57009023
69,164.22995,780.50509023
69,163.48995,780.44009023
69,162.81495,780.10509023
69,162.13995,779.77009023
69,161.26995,779.70009023
69,160.39995,779.63009023
69,160.55245,778.87884023
69,160,778.02999023
69,158.3075,778.30749023
69,157.32,778.68999023
69,156.54875,778.58874023
69,155.17,778.68999023
69,154.46875,778.82499023
69,153.97,778.95999023
69,153.35,779.34499023
69,153.03,780.02999023
69,153.1087,780.68499023
69,152.48995,780.82999023
69,151.81995,780.82999023
69,151.14995,780.82999023
69,151.01745,780.63124023
69,150.48,780.82999023
69,149.8275,781.50874023
69,149.28,782.17999023
69,149.1425,782.78249023
69,148.6,782.97999023
69,147.6,782.97999023
69,146.6,782.97999023
69,146.6,782.17999023
69,146.6,781.37999023
69,145.79,781.03999023
69,144.98,780.69999023
69,144.645,780.69999023
69,144.31,780.69999023
69,143.975,780.56999023
69,143.64,780.43999023
69,143.575,779.83499023
69,143.51,779.22999023
69,143.04,778.75999023
69,142.57,778.28999023
69,142.035,777.34999023
69,141.5,776.40999023
69,141.3,775.67499023
69,141.1,774.93999023
69,141.1,773.59999023
69,141.1,772.25999023
69,140.63,771.98999023
69,140.16,771.71999023
69,139.485,771.58499023
69,138.81,771.44999023
69,138.745,770.64999023
69,138.68,769.84999023
69,138.7625,769.37999023
69,138.14,768.90999023
69,135.84875,768.39999023
69,133.85,767.82999023
69,132.75125,767.33749023
69,132.05,766.88999023
69,131.9825,766.79249023
69,131.51,766.28999023
69,130.46875,765.35249023
69,129.63,764.60999023
69,129.36,764.36499023
69,129.09,764.20999023
69,128.3425,763.76124023
69,127.49,763.40999023
69,126.71875,763.45879023
69,125.94,763.40999023
69,125.155,763.08749023
69,124.67,762.86999023
69,124.5,762.67999023
69,124.33,762.33999023
69,124.13875,762.57499023
69,124,761.99999023
69,124.2375,760.75374023
69,124.07,760.45999023
69,123.25625,760.79499023
69,122.39,761.12999023
69,121.35,761.12999023
69,120.31,761.12999023
69,119.45,760.99499023
69,119.04,760.85999023
69,118.905,760.45999023
69,118.77,760.05999023
69,118.76,759.88249023
69,118.3,759.65999023
69,117.815,759.58999023
69,117.03,759.51999023
69,115.97375,759.43749023
69,115.42,759.24999023
69,114.9575,758.37499023
69,114.75,757.64999023
69,114.75,757.20999023
69,114.75,756.76999023
69,113.91125,756.61999023
69,114.88,756.16999023
69,117.09375,755.98499023
69,117.5,756.09999023
69,117.53,756.26999023
69,117.56,756.43999023
69,118.4,756.46999023
69,119.24,756.49999023
69,119.54,755.99999023
69,119.84,755.49999023
69,120.175,755.49999023
69,120.51,755.49999023
69,120.805,755.02999023
69,121.25,754.55999023
69,121.46,753.51999023
69,121.52,752.47999023
69,121.52,752.07999023
69,121.52,751.67999023
69,121.20875,751.13749023
69,120.65,750.33999023
69,120.32,750.00124023
69,120.05,749.66999023
69,119.76125,749.10749023
69,119.57,748.58999023
69,119.77375,748.22499023
69,118.77,747.64999023
69,117.13,747.01749023
69,116.69,746.57999023
69,116.692,746.13499023
69,116.2895,745.83999023
69,115.46825,745.78749023
69,115.1495,745.77949023
69,114.61575,745.44449023
69,113.8795,745.10949023
69,113.457,745.02569023
69,112.3295,745.03939023
69,110.7695,745.19189023
69,109.4495,745.23939023
69,108.15325,745.27439023
69,107.5095,745.30939023
69,107.8095,745.94439023
69,108.1095,746.57939023
69,106.8695,746.34439023
69,105.6295,746.10939023
69,105.587,746.62939023
69,105.4995,747.44939023
69,105.512,748.02814023
69,105.0295,748.65939023
69,104.012,749.17189023
69,103.5495,749.72939023
69,104.2195,750.90689023
69,104.8895,751.67939023
69,105.0895,752.04939023
69,105.2895,752.41939023
69,104.7545,752.91939023
69,104.2195,753.41939023
69,103.6495,752.98439023
69,103.0795,752.54939023
69,102.9795,752.11439023
69,102.8795,751.67939023
69,102.5795,751.64439023
69,102.2795,751.60939023
69,101.0695,751.77939023
69,99.8595,751.94939023
69,100.17075,751.68189023
69,99.53,751.60999023
69,98.4175,752.03749023
69,97.65,752.20999023
69,96.74,751.98749023
69,95.98,751.80999023
69,95.24875,751.65999023
69,94.57,751.80999023
69,93.85625,752.32249023
69,93.3,753.08999023
69,93.4125,753.79874023
69,92.82,753.95999023
69,91.44375,753.82624023
69,91.02,754.08999023
69,91.0275,754.73499023
69,91.08,755.22999023
69,91.265,755.46874023
69,91.15,755.69999023
69,90.82875,756.07874023
69,90.41,756.29999023
69,89.9175,756.50374023
69,89.47,756.69999023
69,88.855,756.88749023
69,88.54,756.96999023
69,88.3225,757.51624023
69,88,758.51999023
69,87.96375,759.12124023
69,87.53,759.51999023
69,86.41625,759.85749023
69,85.25,760.38999023
69,84.5375,761.01499023
69,84.38,761.18999023
69,84.01,759.68999023
69,83.64,758.18999023
69,83.07,758.18999023
69,82.5,758.18999023
69,82.09,758.25499023
69,81.83,758.10999023
69,81.79625,757.63624023
69,81.56,757.10999023
69,81.255,756.65749023
69,80.89,756.30999023
69,80.37,756.03499023
69,80.15,755.90999023
69,80.00125,755.48624023
69,79.95,754.55999023
69,80.00375,753.58374023
69,79.75,752.95999023
69,79.565,752.83999023
69,79.08,752.41999023
69,78.56,752.07624023
69,77.74,751.07999023
69,77.155982,750.28492023
69,76.6,749.46999023
69,76.535,749.03499023
69,76.47,748.59999023
69,76.385,748.58869023
69,76,748.32999023
69,75.38,747.12749023
69,75.06,746.17999023
69,74.425,746.04499023
69,73.79,745.90999023
69,73.49,745.67499023
69,73.19,745.43999023
69,73.0775,745.13249023
69,72.71,744.56999023
69,72.445,744.30499023
69,72.18,744.03999023
69,72.11125,743.64499023
69,71.84,743.09999023
69,71.77375,742.70749023
69,71.31,742.35999023
69,69.765,742.08999023
69,68.22,741.81999023
69,68.92,741.48499023
69,69.62,741.14999023
69,69.155,740.37999023
69,68.69,739.60999023
69,68.19,739.10999023
69,67.69,738.60999023
69,68.19,738.47499023
69,68.69,738.33999023
69,67.92,737.86999023
69,67.15,737.39999023
69,67.75875,737.14749023
69,67.82,736.39999023
69,66.98318,735.74728023
69,66.08,735.18999023
69,66.4125,734.93999023
69,66.55,734.38999023
69,65.57375,733.36124023
69,64.8,732.63999023
69,64.79125,732.46374023
69,64.73,732.03999023
69,64.172354,731.07296023
69,63.53,730.15999023
69,63.595,729.84874023
69,63.66,729.28999023
69,63.56,728.89249023
69,63.46,728.74999023
69,62.52,728.24999023
69,61.58,727.74999023
69,61.7475,727.07624023
69,61.72,726.19999023
69,60.972064,725.69845023
69,60.18,725.26999023
69,59.695,724.89749023
69,59.51,724.32999023
69,59.725,723.84499023
69,59.64,723.44999023
69,58.93875,722.91749023
69,58.44,722.57999023
69,58.205,722.00999023
69,57.97,721.43999023
69,58.135,721.20499023
69,58.3,720.96999023
69,58.24125,720.51874023
69,57.83,719.96999023
69,56.61375,719.81749023
69,55.75,719.76999023
69,56.42,718.86499023
69,57.09,717.95999023
69,57.59,718.22499023
69,58.09,718.48999023
69,59.705,716.84999023
69,61.32,715.20999023
69,60.31,715.77999023
69,59.3,716.34999023
69,59.5,715.84999023
69,59.7,715.34999023
69,59.905,714.47499023
69,60.11,713.59999023
69,60.175,713.16499023
69,60.24,712.72999023
69,60.61,712.05999023
69,60.98,711.38999023
69,61.38,711.11999023
69,61.78,710.84999023
69,61.94,710.75129023
69,62.25,710.45004023
69,62.765,709.64879023
69,63.13,709.05004023
69,63.155,708.71129023
69,63.33,708.17004023
69,64.645,707.56879023
69,65.81,707.17004023
69,65.845,706.56504023
69,65.88,705.96004023
69,65.98,705.79004023
69,66.08,705.62004023
69,66.315,705.52004023
69,66.55,705.42004023
69,66.85,705.18504023
69,67.15,704.95004023
69,67.3825,704.74129023
69,68.02,704.48004023
69,68.6925,704.31879023
69,68.96,704.21004023
69,68.255,703.76754023
69,69.56,703.07004023
69,72.09375,702.71129023
69,73.12,702.60004023
69,76.87,702.57004023
69,80.62,702.54004023
69,83.67125,702.46254023
69,86.52,702.34004023
69,87.4375,702.17879023
69,87.8,702.07004023
69,88.535,701.47004023
69,89.27,700.87004023
69,90.545,699.86004023
69,91.82,698.85004023
69,92.59,699.45004023
69,93.36,700.05004023
69,93.30125,700.06134023
69,93.7,700.52999023
69,94.16625,700.84749023
69,94.43,701.26999023
69,94.7,701.95999023
69,94.97,702.19999023
69,95.7325,702.18749023
69,96.24,702.06999023
69,96.6,701.91124023
69,97.32,701.39999023
69,97.8125,700.87249023
69,98.26,700.59999023
69,98.80125,700.41249023
69,99.8,700.32999023
69,100.63375,700.40499023
69,101.07,700.32999023
69,101.54625,699.91874023
69,102.27,699.85994023
69,103.055,700.15244023
69,103.69,700.78994023
69,104.14875,701.14494023
69,104.36,701.58994023
69,103.795,702.33619023
69,105.09,702.66994023
69,107.355,702.43869023
69,107.91,703.00994023
69,108.19625,704.40369023
69,108.58,704.94994023
69,109.11625,705.22119023
69,109.45,705.28989023
69,109.5187,705.30739023
69,110.38995,705.21989023
69,111.7687,705.14609023
69,112.59995,705.01984023
69,113.1187,704.34234023
69,113.53995,704.81984023
69,113.8837,706.03984023
69,114.27995,706.35984023
69,114.56245,706.42604023
69,114.94995,706.49984023
69,115.66495,706.64859023
69,116.82995,706.69979023
69,119.9287,706.44729023
69,122.92995,706.29979023
69,124.3912,706.44854023
69,126.60995,706.49974023
69,127.91995,706.49974023
69,129.22995,706.49974023
69,129.79245,707.09974023
69,129.49995,707.69974023
69,131.37495,707.99974023
69,133.24995,708.29974023
69,133.84995,708.36974023
69,134.44995,708.43974023
69,135.1662,708.57474023
69,136.12995,708.70974023
69,136.5587,708.74974023
69,137.33995,708.63974023
69,137.7637,708.46474023
69,138.53995,708.43974023
69,140.18745,708.81599023
69,141.42995,709.43974023
69,141.95995,709.70099023
69,142.42995,709.90974023
69,143.14995,710.37974023
69,144.10995,710.84974023
69,144.99495,711.02724023
69,145.78995,711.24974023
69,146.28995,711.44974023
69,146.78995,711.64974023
69,147.20245,711.99724023
69,147.86995,712.38974023
69,148.6712,712.71224023
69,149.26995,712.92974023
69,149.73995,713.18849023
69,150.80995,713.19979023
69,151.76995,713.15359023
69,153.02995,712.85984023
69,155.0062,712.31109023
69,156.17995,711.85984023
69,156.97495,711.53734023
69,157.31995,711.31984023
69,157.7787,710.85359023
69,158.58995,710.37984023
69,159.36995,710.15734023
69,159.99995,709.97984023
69,160.4387,709.90604023
69,160.86995,709.77979023
69,161.49995,709.33604023
69,162.27995,708.83979023
69,162.80745,708.57854023
69,163.07995,708.36979023
69,163.56495,708.02979023
69,163.74995,707.83979023
69,163.79495,707.68104023
69,164.28995,707.16979023
69,164.98495,706.55354023
69,165.22995,706.28979023
69,165.35495,705.98229023
69,165.62995,705.41979023
69,165.83995,704.69604023
69,165.89995,704.21979023
69,166.34495,704.18479023
69,167.23995,704.14979023
69,167.5337,704.18479023
69,168.17995,704.21979023
69,169.2812,704.18479023
69,169.57995,704.14979023
69,169.71495,703.50729023
69,169.84995,702.60979023
69,170.36495,701.77729023
69,171.32995,701.19979023
69,171.69995,701.19979023
69,172.06995,701.19979023
69,172.75495,701.12349023
69,173.13995,700.79974023
69,173.39995,700.33849023
69,173.80995,699.92974023
69,174.22245,699.61974023
69,174.67995,699.45974023
69,175.22495,699.31599023
69,175.61995,699.11974023
69,176.1787,698.30099023
69,176.48995,697.57974023
69,176.42495,696.83974023
69,176.35995,696.09974023
69,176.23495,695.93599023
69,176.55995,695.56974023
69,177.55495,695.33349023
69,178.09995,695.29969023
69,178.27745,694.66594023
69,178.49995,693.82969023
69,178.69495,693.13219023
69,179.03995,692.47969023
69,179.8762,691.73469023
69,180.50995,691.13969023
69,180.44625,690.94844023
69,180.78,689.99969023
69,181.3825,688.95469023
69,181.58,688.65969023
69,181.71375,688.62599023
69,182.05,688.38974023
69,182.55625,687.99224023
69,182.86,687.78974023
69,183.095,687.55474023
69,183.33,687.31974023
69,183.365,687.01974023
69,183.4,686.71974023
69,184.3,686.64974023
69,185.2,686.57974023
69,185.405,686.27974023
69,185.61,685.97974023
69,185.6775,685.95594023
69,185.94,685.57969023
69,187.38625,685.00344023
69,188.63,684.77969023
69,189.83,684.87969023
69,191.03,684.97969023
69,191.045,684.99969023
70,286.38,675.82999023
70,286.41,675.34499023
70,286.44,674.85999023
70,286.25,673.72499023
70,286.06,672.58999023
70,287.58,671.82999023
70,289.1,671.06999023
70,290.235,670.49999023
70,291.37,669.92999023
70,291.37,668.97999023
70,291.37,668.02999023
70,291.47,667.07999023
70,291.57,666.12999023
70,291.375,664.99499023
70,291.18,663.85999023
70,291.655,663.57499023
70,292.13,663.28999023
70,292.415,661.48999023
70,292.7,659.68999023
70,292.6812,659.50999023
70,292.7,659.08999023
70,292.865,658.64999023
70,293.27,658.35999023
70,294.785,657.91374023
70,295.73,657.60999023
70,296.395,656.84999023
70,297.06,656.08999023
70,298.06,655.65999023
70,299.06,655.22999023
70,299.165,655.19119023
70,299.42,655.03994023
70,299.7325,654.75494023
70,300,654.28994023
70,300.67875,652.72494023
70,301.14,651.72994023
70,302.09,651.15994023
70,303.04,650.58994023
70,303.605,650.11494023
70,304.17,649.63994023
70,304.93,649.63994023
70,305.69,649.63994023
70,305.8675,649.61624023
70,306.27,649.50999023
70,306.68875,649.28124023
70,306.92,648.87999023
70,307.0075,647.59249023
70,307.02,646.79999023
70,307.87,646.69999023
70,308.72,646.59999023
70,309.34,645.79999023
70,309.96,644.99999023
70,309.9163,644.95119023
70,309.9103,644.84994023
70,310.11905,644.75364023
70,310.7103,644.70994023
70,311.5653,644.70994023
70,312.4203,644.70994023
70,312.7053,644.28494023
70,312.9903,643.85994023
70,313.2753,642.52994023
70,313.5603,641.19994023
70,314.1303,640.77494023
70,314.7003,640.34994023
70,314.9828,640.14994023
70,315.5503,639.58994023
70,316.4978,638.73994023
70,317.1603,637.88994023
70,317.1078,637.57869023
70,317.0403,637.31994023
70,317.0828,637.05744023
70,317.3503,636.74994023
70,318.1703,635.88119023
70,319.0503,635.22994023
70,319.87655,634.87369023
70,320.2003,634.65994023
70,320.46905,634.53994023
70,321.2403,633.99994023
70,322.2953,633.03744023
70,323.1403,632.29994023
70,323.6603,631.86994023
70,324.1803,631.43994023
70,324.2303,630.53994023
70,324.2803,629.63994023
70,324.5603,628.82994023
70,324.8403,628.01994023
70,325.0028,628.46619023
70,325.3603,629.15994023
70,325.55155,629.30369023
70,325.7203,629.13994023
70,325.8428,628.56619023
70,325.8903,627.45994023
70,325.7453,623.47494023
70,325.6003,622.33994023
70,324.9353,621.86494023
70,324.2703,621.38994023
70,324.3203,620.43994023
70,324.3703,619.48994023
70,324.3703,618.68494023
70,324.3703,617.87994023
70,324.9353,617.16994023
70,325.5003,616.45994023
70,326.2153,616.07994023
70,326.9303,615.69994023
70,327.4053,615.59994023
70,327.8803,615.49994023
70,329.5353,616.16994023
70,331.1903,616.83994023
70,331.8203,617.23119023
70,332.8103,617.68994023
70,333.69655,617.72744023
70,334.2303,617.68994023
70,334.9853,617.35994023
70,335.7403,617.02994023
70,336.2178,616.92994023
70,336.9803,616.82994023
70,338.0328,616.73994023
70,339.1603,616.64994023
70,340.70905,617.07494023
70,342.1903,617.49994023
70,343.2828,617.02494023
70,344.0903,616.54994023
70,344.2303,616.31494023
70,344.3703,616.07994023
70,345.4603,616.02994023
70,346.5503,615.97994023
70,346.7903,615.97994023
70,347.0303,615.97994023
70,347.40905,616.32619023
70,348.35,616.73999023
70,348.72875,616.82749023
70,349.4,616.83999023
70,350.9825,616.73999023
70,352.43,616.63999023
70,353.73625,616.40499023
70,355.47,616.16999023
70,357.64625,616.07499023
70,358.69,615.97999023
70,359.2475,615.82499023
70,360.3,615.87999023
70,360.9725,616.07874023
70,361.72,616.26999023
70,362.16125,616.51499023
70,362.67,616.54999023
70,363.69875,616.45499023
70,364.09,616.35999023
70,365.135,616.35999023
70,366.18,616.35999023
70,366.98,616.97999023
70,367.78,617.59999023
70,368.65125,617.98749023
70,370.16,618.44999023
70,371.56875,618.53749023
70,372.34,618.54999023
70,372.385,618.78874023
70,372.55,619.34999023
70,372.89875,619.98499023
70,373.48,620.43999023
70,375.6575,621.08124023
70,377.55,621.57999023
70,378.0125,621.67749023
70,378.52,621.75999023
70,379.03875,621.96374023
70,379.55,622.42999023
70,379.8925,622.78374023
70,380.1,622.88999023
70,380.4425,623.26874023
70,381.16,624.41999023
70,382.07125,626.14124023
70,382.48,626.78999023
70,383.0875,627.64749023
70,384.19,628.78999023
70,385.45,629.81624023
70,385.99,630.48999023
70,386.145,630.90499023
70,386.66,631.52999023
70,387.52375,632.45749023
70,388.17,632.94999023
70,388.68125,633.29874023
70,389.41,633.99999023
70,390.53375,635.13499023
70,391.59,636.26999023
70,392.04875,636.76374023
70,392.35,636.97999023
70,392.57375,637.20374023
70,392.82,637.68999023
70,393.27125,638.66499023
70,393.58,639.78999023
70,393.6275,640.46874023
70,393.6,640.92999023
70,393.6825,641.33999023
70,394.05,641.86999023
70,394.84625,642.58999023
70,395.29,643.09999023
70,395.69875,644.09499023
70,396.04,645.08999023
70,396.1825,645.31624023
70,396.28,645.34004023
70,396.3112,645.44879023
70,396.23,645.93999023
70,396.11125,646.56124023
70,396,646.94999023
70,395.80625,647.20874023
70,395.47,647.45999023
70,395.0725,647.79249023
70,394.81,647.83999023
70,394.0025,647.55499023
70,393.48,647.26999023
70,393.055,646.98499023
70,392.63,646.69999023
70,392.345,646.41499023
70,392.06,646.12999023
70,392.20375,646.11369023
70,392.43,645.99994023
70,392.42,645.69119023
70,391.87,645.08994023
70,390.53625,644.07244023
70,389.69,643.75994023
70,389.0875,643.48744023
70,387.99,643.28994023
70,385.96,643.14494023
70,384.86,642.99994023
70,384.385,642.99994023
70,383.91,642.99994023
70,382.96,642.80994023
70,382.01,642.61994023
70,381.6425,642.54874023
70,380.78,642.61994023
70,380.445,642.66874023
70,380.29,642.61994023
70,380.1275,642.64874023
70,379.74,642.90999023
70,379.18523,643.31284023
70,378.6,643.66999023
70,378.7625,643.64749023
70,379,643.63999023
70,378.92125,643.74624023
70,378.13,644.03999023
70,375.30375,644.64249023
70,373.76,644.80999023
70,373.905,645.42499023
70,374.05,646.03999023
70,374.1363,646.08119023
70,374.26005,646.21994023
70,374.20885,646.47994023
70,373.7601,646.88994023
70,373.11135,647.18744023
70,372.5301,647.55994023
70,371.1526,648.52744023
70,370.0601,649.35994023
70,369.8251,649.64494023
70,369.5901,649.92994023
70,369.0201,650.39994023
70,368.4501,650.86994023
70,368.4026,651.04994023
70,368.0701,651.43994023
70,367.50635,651.88119023
70,367.2201,652.38994023
70,367.1726,652.66494023
70,367.4101,653.14994023
70,367.9776,654.20244023
70,368.2601,654.75994023
70,368.5001,654.89994023
70,368.7401,655.03994023
70,368.84135,655.02494023
70,369.0701,655.03994023
70,369.29885,655.20494023
70,369.4001,655.60994023
70,369.2601,656.51244023
70,369.1201,657.12994023
70,369.3076,657.41619023
70,369.7801,657.97994023
70,370.0051,658.26244023
70,370.1101,658.22994023
70,370.1538,658.29374023
70,370.1598,658.82999023
70,370.1848,660.05624023
70,370.0598,660.62999023
70,370.0998,660.80624023
70,370.2898,660.84004023
70,370.3136,660.89254023
70,369.87985,661.11004023
70,369.13735,661.38254023
70,368.52985,661.55004023
70,368.08985,661.73754023
70,367.88985,662.06004023
70,367.99235,663.27379023
70,368.16985,664.06004023
70,367.40985,664.20004023
70,366.64985,664.34004023
70,366.59985,664.55129023
70,366.54985,665.19004023
70,366.69985,666.11379023
70,366.84985,666.61004023
70,366.79985,667.32004023
70,366.74985,668.03004023
70,366.27485,668.17504023
70,365.79985,668.32004023
70,365.43235,668.60254023
70,365.13985,669.17004023
70,365.25985,669.43004023
70,365.40985,669.66004023
70,365.46605,669.90504023
70,365.3198,670.21004023
70,364.61605,670.62754023
70,364.1898,670.97004023
70,364.1148,671.34004023
70,364.1898,671.92004023
70,364.45105,672.93129023
70,364.5698,673.44004023
70,364.4998,673.99004023
70,364.4298,674.54004023
70,364.9298,674.57504023
70,365.4298,674.61004023
70,365.8248,675.04379023
70,366.3698,675.68004023
70,366.7798,676.05129023
70,367.0398,676.22004023
70,367.1098,676.69004023
70,367.1798,677.16004023
70,367.31105,677.14134023
70,368.0498,677.22014023
70,368.92605,677.29764023
70,369.4498,677.42014023
70,369.8173,677.69514023
70,369.9298,677.82014023
70,369.9348,677.92264023
70,370.3898,678.22014023
70,371.0548,678.49514023
70,371.2698,678.56014023
70,371.38605,678.59634023
70,371.5998,679.03009023
70,371.7523,679.50259023
70,371.7998,679.57009023
